forecast_id,target_date,local_time,forecast_step,intensity_hat,published_at_local
CCL-20260726,2026-07-26,2026-07-26T00:00:00+10:00,1,877.0485098245351,2026-07-26T08:09:27.538185+10:00
CCL-20260726,2026-07-26,2026-07-26T01:00:00+10:00,2,889.6816976583624,2026-07-26T08:09:27.538185+10:00
CCL-20260726,2026-07-26,2026-07-26T02:00:00+10:00,3,910.8566691904965,2026-07-26T08:09:27.538185+10:00
CCL-20260726,2026-07-26,2026-07-26T03:00:00+10:00,4,939.223592488074,2026-07-26T08:09:27.538185+10:00
CCL-20260726,2026-07-26,2026-07-26T04:00:00+10:00,5,955.3940773195771,2026-07-26T08:09:27.538185+10:00
CCL-20260726,2026-07-26,2026-07-26T05:00:00+10:00,6,938.6243291539845,2026-07-26T08:09:27.538185+10:00
CCL-20260726,2026-07-26,2026-07-26T06:00:00+10:00,7,896.0584065359463,2026-07-26T08:09:27.538185+10:00
CCL-20260726,2026-07-26,2026-07-26T07:00:00+10:00,8,835.742476844556,2026-07-26T08:09:27.538185+10:00
CCL-20260726,2026-07-26,2026-07-26T08:00:00+10:00,9,798.7636987188979,2026-07-26T08:09:27.538185+10:00
CCL-20260726,2026-07-26,2026-07-26T09:00:00+10:00,10,754.0646369659007,2026-07-26T08:09:27.538185+10:00
CCL-20260726,2026-07-26,2026-07-26T10:00:00+10:00,11,722.5327885479834,2026-07-26T08:09:27.538185+10:00
CCL-20260726,2026-07-26,2026-07-26T11:00:00+10:00,12,694.4637986272144,2026-07-26T08:09:27.538185+10:00
CCL-20260726,2026-07-26,2026-07-26T12:00:00+10:00,13,664.3854208542931,2026-07-26T08:09:27.538185+10:00
CCL-20260726,2026-07-26,2026-07-26T13:00:00+10:00,14,661.1921497780495,2026-07-26T08:09:27.538185+10:00
CCL-20260726,2026-07-26,2026-07-26T14:00:00+10:00,15,688.1650252712737,2026-07-26T08:09:27.538185+10:00
CCL-20260726,2026-07-26,2026-07-26T15:00:00+10:00,16,734.9420405351616,2026-07-26T08:09:27.538185+10:00
CCL-20260726,2026-07-26,2026-07-26T16:00:00+10:00,17,754.2211630045704,2026-07-26T08:09:27.538185+10:00
CCL-20260726,2026-07-26,2026-07-26T17:00:00+10:00,18,717.3592897067817,2026-07-26T08:09:27.538185+10:00
CCL-20260726,2026-07-26,2026-07-26T18:00:00+10:00,19,697.8371730653291,2026-07-26T08:09:27.538185+10:00
CCL-20260726,2026-07-26,2026-07-26T19:00:00+10:00,20,728.3703567052304,2026-07-26T08:09:27.538185+10:00
CCL-20260726,2026-07-26,2026-07-26T20:00:00+10:00,21,755.4300910472602,2026-07-26T08:09:27.538185+10:00
CCL-20260726,2026-07-26,2026-07-26T21:00:00+10:00,22,787.2351604020164,2026-07-26T08:09:27.538185+10:00
CCL-20260726,2026-07-26,2026-07-26T22:00:00+10:00,23,836.9466507136627,2026-07-26T08:09:27.538185+10:00
CCL-20260726,2026-07-26,2026-07-26T23:00:00+10:00,24,860.2319454091871,2026-07-26T08:09:27.538185+10:00
