forecast_id,target_date,local_time,forecast_step,intensity_hat,published_at_local
CCL-20260826,2026-08-26,2026-08-26T00:00:00+10:00,1,753.139762568219,2026-08-26T07:43:06.958113+10:00
CCL-20260826,2026-08-26,2026-08-26T01:00:00+10:00,2,750.0192597950717,2026-08-26T07:43:06.958113+10:00
CCL-20260826,2026-08-26,2026-08-26T02:00:00+10:00,3,753.5517736455672,2026-08-26T07:43:06.958113+10:00
CCL-20260826,2026-08-26,2026-08-26T03:00:00+10:00,4,752.2354505770016,2026-08-26T07:43:06.958113+10:00
CCL-20260826,2026-08-26,2026-08-26T04:00:00+10:00,5,753.6033792899644,2026-08-26T07:43:06.958113+10:00
CCL-20260826,2026-08-26,2026-08-26T05:00:00+10:00,6,731.8958165999587,2026-08-26T07:43:06.958113+10:00
CCL-20260826,2026-08-26,2026-08-26T06:00:00+10:00,7,705.184856069721,2026-08-26T07:43:06.958113+10:00
CCL-20260826,2026-08-26,2026-08-26T07:00:00+10:00,8,667.766263485178,2026-08-26T07:43:06.958113+10:00
CCL-20260826,2026-08-26,2026-08-26T08:00:00+10:00,9,665.9769679458497,2026-08-26T07:43:06.958113+10:00
CCL-20260826,2026-08-26,2026-08-26T09:00:00+10:00,10,653.7435926449665,2026-08-26T07:43:06.958113+10:00
CCL-20260826,2026-08-26,2026-08-26T10:00:00+10:00,11,628.0397551113945,2026-08-26T07:43:06.958113+10:00
CCL-20260826,2026-08-26,2026-08-26T11:00:00+10:00,12,605.3401706712608,2026-08-26T07:43:06.958113+10:00
CCL-20260826,2026-08-26,2026-08-26T12:00:00+10:00,13,592.9016320034494,2026-08-26T07:43:06.958113+10:00
CCL-20260826,2026-08-26,2026-08-26T13:00:00+10:00,14,584.4574993294578,2026-08-26T07:43:06.958113+10:00
CCL-20260826,2026-08-26,2026-08-26T14:00:00+10:00,15,596.0488841362566,2026-08-26T07:43:06.958113+10:00
CCL-20260826,2026-08-26,2026-08-26T15:00:00+10:00,16,619.6252497625142,2026-08-26T07:43:06.958113+10:00
CCL-20260826,2026-08-26,2026-08-26T16:00:00+10:00,17,638.454292673033,2026-08-26T07:43:06.958113+10:00
CCL-20260826,2026-08-26,2026-08-26T17:00:00+10:00,18,644.2123788170544,2026-08-26T07:43:06.958113+10:00
CCL-20260826,2026-08-26,2026-08-26T18:00:00+10:00,19,629.4780178701742,2026-08-26T07:43:06.958113+10:00
CCL-20260826,2026-08-26,2026-08-26T19:00:00+10:00,20,631.2362961212555,2026-08-26T07:43:06.958113+10:00
CCL-20260826,2026-08-26,2026-08-26T20:00:00+10:00,21,644.8672475163214,2026-08-26T07:43:06.958113+10:00
CCL-20260826,2026-08-26,2026-08-26T21:00:00+10:00,22,661.2631489476621,2026-08-26T07:43:06.958113+10:00
CCL-20260826,2026-08-26,2026-08-26T22:00:00+10:00,23,681.9060889182971,2026-08-26T07:43:06.958113+10:00
CCL-20260826,2026-08-26,2026-08-26T23:00:00+10:00,24,695.9077053281875,2026-08-26T07:43:06.958113+10:00
