forecast_id,target_date,local_time,forecast_step,intensity_hat,published_at_local
CCL-20260723,2026-07-23,2026-07-23T00:00:00+10:00,1,817.800217377902,2026-07-23T08:16:19.838945+10:00
CCL-20260723,2026-07-23,2026-07-23T01:00:00+10:00,2,829.4185956666774,2026-07-23T08:16:19.838945+10:00
CCL-20260723,2026-07-23,2026-07-23T02:00:00+10:00,3,858.3368022098227,2026-07-23T08:16:19.838945+10:00
CCL-20260723,2026-07-23,2026-07-23T03:00:00+10:00,4,875.4665798700927,2026-07-23T08:16:19.838945+10:00
CCL-20260723,2026-07-23,2026-07-23T04:00:00+10:00,5,890.0254436454555,2026-07-23T08:16:19.838945+10:00
CCL-20260723,2026-07-23,2026-07-23T05:00:00+10:00,6,879.1119412116217,2026-07-23T08:16:19.838945+10:00
CCL-20260723,2026-07-23,2026-07-23T06:00:00+10:00,7,808.9376079437518,2026-07-23T08:16:19.838945+10:00
CCL-20260723,2026-07-23,2026-07-23T07:00:00+10:00,8,728.6544651342799,2026-07-23T08:16:19.838945+10:00
CCL-20260723,2026-07-23,2026-07-23T08:00:00+10:00,9,726.0114143880778,2026-07-23T08:16:19.838945+10:00
CCL-20260723,2026-07-23,2026-07-23T09:00:00+10:00,10,712.7471642032207,2026-07-23T08:16:19.838945+10:00
CCL-20260723,2026-07-23,2026-07-23T10:00:00+10:00,11,683.2928080681353,2026-07-23T08:16:19.838945+10:00
CCL-20260723,2026-07-23,2026-07-23T11:00:00+10:00,12,666.343611134394,2026-07-23T08:16:19.838945+10:00
CCL-20260723,2026-07-23,2026-07-23T12:00:00+10:00,13,652.1205815231613,2026-07-23T08:16:19.838945+10:00
CCL-20260723,2026-07-23,2026-07-23T13:00:00+10:00,14,652.4858332035325,2026-07-23T08:16:19.838945+10:00
CCL-20260723,2026-07-23,2026-07-23T14:00:00+10:00,15,670.6122880968713,2026-07-23T08:16:19.838945+10:00
CCL-20260723,2026-07-23,2026-07-23T15:00:00+10:00,16,698.4690023494935,2026-07-23T08:16:19.838945+10:00
CCL-20260723,2026-07-23,2026-07-23T16:00:00+10:00,17,729.4152115709934,2026-07-23T08:16:19.838945+10:00
CCL-20260723,2026-07-23,2026-07-23T17:00:00+10:00,18,703.7305914623018,2026-07-23T08:16:19.838945+10:00
CCL-20260723,2026-07-23,2026-07-23T18:00:00+10:00,19,690.4215008166669,2026-07-23T08:16:19.838945+10:00
CCL-20260723,2026-07-23,2026-07-23T19:00:00+10:00,20,705.3587516497281,2026-07-23T08:16:19.838945+10:00
CCL-20260723,2026-07-23,2026-07-23T20:00:00+10:00,21,735.2121491362037,2026-07-23T08:16:19.838945+10:00
CCL-20260723,2026-07-23,2026-07-23T21:00:00+10:00,22,756.5810898058447,2026-07-23T08:16:19.838945+10:00
CCL-20260723,2026-07-23,2026-07-23T22:00:00+10:00,23,777.2600747744359,2026-07-23T08:16:19.838945+10:00
CCL-20260723,2026-07-23,2026-07-23T23:00:00+10:00,24,802.2831771119785,2026-07-23T08:16:19.838945+10:00
