forecast_id,target_date,local_time,forecast_step,intensity_hat,published_at_local
CCL-20260912,2026-09-12,2026-09-12T00:00:00+10:00,1,857.8657369275135,2026-09-12T04:31:53.929177+10:00
CCL-20260912,2026-09-12,2026-09-12T01:00:00+10:00,2,881.8677324326094,2026-09-12T04:31:53.929177+10:00
CCL-20260912,2026-09-12,2026-09-12T02:00:00+10:00,3,919.3445490064262,2026-09-12T04:31:53.929177+10:00
CCL-20260912,2026-09-12,2026-09-12T03:00:00+10:00,4,949.6593002452103,2026-09-12T04:31:53.929177+10:00
CCL-20260912,2026-09-12,2026-09-12T04:00:00+10:00,5,972.7650059807886,2026-09-12T04:31:53.929177+10:00
CCL-20260912,2026-09-12,2026-09-12T05:00:00+10:00,6,963.6480551767603,2026-09-12T04:31:53.929177+10:00
CCL-20260912,2026-09-12,2026-09-12T06:00:00+10:00,7,903.3824993476262,2026-09-12T04:31:53.929177+10:00
CCL-20260912,2026-09-12,2026-09-12T07:00:00+10:00,8,835.0175966822468,2026-09-12T04:31:53.929177+10:00
CCL-20260912,2026-09-12,2026-09-12T08:00:00+10:00,9,776.4878619022445,2026-09-12T04:31:53.929177+10:00
CCL-20260912,2026-09-12,2026-09-12T09:00:00+10:00,10,716.9726494577649,2026-09-12T04:31:53.929177+10:00
CCL-20260912,2026-09-12,2026-09-12T10:00:00+10:00,11,698.6280391007499,2026-09-12T04:31:53.929177+10:00
CCL-20260912,2026-09-12,2026-09-12T11:00:00+10:00,12,683.108911200207,2026-09-12T04:31:53.929177+10:00
CCL-20260912,2026-09-12,2026-09-12T12:00:00+10:00,13,667.1394899318233,2026-09-12T04:31:53.929177+10:00
CCL-20260912,2026-09-12,2026-09-12T13:00:00+10:00,14,681.201503956813,2026-09-12T04:31:53.929177+10:00
CCL-20260912,2026-09-12,2026-09-12T14:00:00+10:00,15,705.1462394423888,2026-09-12T04:31:53.929177+10:00
CCL-20260912,2026-09-12,2026-09-12T15:00:00+10:00,16,735.5015049673999,2026-09-12T04:31:53.929177+10:00
CCL-20260912,2026-09-12,2026-09-12T16:00:00+10:00,17,747.6480775783041,2026-09-12T04:31:53.929177+10:00
CCL-20260912,2026-09-12,2026-09-12T17:00:00+10:00,18,727.291933267943,2026-09-12T04:31:53.929177+10:00
CCL-20260912,2026-09-12,2026-09-12T18:00:00+10:00,19,695.4702928676745,2026-09-12T04:31:53.929177+10:00
CCL-20260912,2026-09-12,2026-09-12T19:00:00+10:00,20,703.6918981012318,2026-09-12T04:31:53.929177+10:00
CCL-20260912,2026-09-12,2026-09-12T20:00:00+10:00,21,732.8730626581207,2026-09-12T04:31:53.929177+10:00
CCL-20260912,2026-09-12,2026-09-12T21:00:00+10:00,22,769.6554334954383,2026-09-12T04:31:53.929177+10:00
CCL-20260912,2026-09-12,2026-09-12T22:00:00+10:00,23,811.8924584353686,2026-09-12T04:31:53.929177+10:00
CCL-20260912,2026-09-12,2026-09-12T23:00:00+10:00,24,848.466892422154,2026-09-12T04:31:53.929177+10:00
