forecast_id,target_date,local_time,forecast_step,intensity_hat,published_at_local
CCL-20260729,2026-07-29,2026-07-29T00:00:00+10:00,1,631.1403888886057,2026-07-29T08:16:46.119437+10:00
CCL-20260729,2026-07-29,2026-07-29T01:00:00+10:00,2,618.7529964957344,2026-07-29T08:16:46.119437+10:00
CCL-20260729,2026-07-29,2026-07-29T02:00:00+10:00,3,620.7695674198702,2026-07-29T08:16:46.119437+10:00
CCL-20260729,2026-07-29,2026-07-29T03:00:00+10:00,4,622.5473475199296,2026-07-29T08:16:46.119437+10:00
CCL-20260729,2026-07-29,2026-07-29T04:00:00+10:00,5,620.7695674198702,2026-07-29T08:16:46.119437+10:00
CCL-20260729,2026-07-29,2026-07-29T05:00:00+10:00,6,617.390095967769,2026-07-29T08:16:46.119437+10:00
CCL-20260729,2026-07-29,2026-07-29T06:00:00+10:00,7,597.4954461037834,2026-07-29T08:16:46.119437+10:00
CCL-20260729,2026-07-29,2026-07-29T07:00:00+10:00,8,562.6604693079549,2026-07-29T08:16:46.119437+10:00
CCL-20260729,2026-07-29,2026-07-29T08:00:00+10:00,9,562.3470587299576,2026-07-29T08:16:46.119437+10:00
CCL-20260729,2026-07-29,2026-07-29T09:00:00+10:00,10,562.3470587299576,2026-07-29T08:16:46.119437+10:00
CCL-20260729,2026-07-29,2026-07-29T10:00:00+10:00,11,529.4209913560913,2026-07-29T08:16:46.119437+10:00
CCL-20260729,2026-07-29,2026-07-29T11:00:00+10:00,12,496.41653227451894,2026-07-29T08:16:46.119437+10:00
CCL-20260729,2026-07-29,2026-07-29T12:00:00+10:00,13,477.11226156187087,2026-07-29T08:16:46.119437+10:00
CCL-20260729,2026-07-29,2026-07-29T13:00:00+10:00,14,478.6423979287932,2026-07-29T08:16:46.119437+10:00
CCL-20260729,2026-07-29,2026-07-29T14:00:00+10:00,15,506.67858029660647,2026-07-29T08:16:46.119437+10:00
CCL-20260729,2026-07-29,2026-07-29T15:00:00+10:00,16,554.0790897337956,2026-07-29T08:16:46.119437+10:00
CCL-20260729,2026-07-29,2026-07-29T16:00:00+10:00,17,583.9425838437463,2026-07-29T08:16:46.119437+10:00
CCL-20260729,2026-07-29,2026-07-29T17:00:00+10:00,18,587.8423269358207,2026-07-29T08:16:46.119437+10:00
CCL-20260729,2026-07-29,2026-07-29T18:00:00+10:00,19,587.4359882137278,2026-07-29T08:16:46.119437+10:00
CCL-20260729,2026-07-29,2026-07-29T19:00:00+10:00,20,601.5106729398068,2026-07-29T08:16:46.119437+10:00
CCL-20260729,2026-07-29,2026-07-29T20:00:00+10:00,21,626.7938217083682,2026-07-29T08:16:46.119437+10:00
CCL-20260729,2026-07-29,2026-07-29T21:00:00+10:00,22,643.9271755869117,2026-07-29T08:16:46.119437+10:00
CCL-20260729,2026-07-29,2026-07-29T22:00:00+10:00,23,658.565207889842,2026-07-29T08:16:46.119437+10:00
CCL-20260729,2026-07-29,2026-07-29T23:00:00+10:00,24,655.5666614940692,2026-07-29T08:16:46.119437+10:00
