forecast_id,target_date,local_time,forecast_step,intensity_hat,published_at_local
CCL-20260927,2026-09-27,2026-09-27T00:00:00+10:00,1,567.7142222778298,2026-09-27T04:36:57.666717+10:00
CCL-20260927,2026-09-27,2026-09-27T01:00:00+10:00,2,571.7001255014156,2026-09-27T04:36:57.666717+10:00
CCL-20260927,2026-09-27,2026-09-27T02:00:00+10:00,3,551.8223949398664,2026-09-27T04:36:57.666717+10:00
CCL-20260927,2026-09-27,2026-09-27T03:00:00+10:00,4,532.7091772702626,2026-09-27T04:36:57.666717+10:00
CCL-20260927,2026-09-27,2026-09-27T04:00:00+10:00,5,536.7438896431788,2026-09-27T04:36:57.666717+10:00
CCL-20260927,2026-09-27,2026-09-27T05:00:00+10:00,6,536.3938316015953,2026-09-27T04:36:57.666717+10:00
CCL-20260927,2026-09-27,2026-09-27T06:00:00+10:00,7,536.0916258289725,2026-09-27T04:36:57.666717+10:00
CCL-20260927,2026-09-27,2026-09-27T07:00:00+10:00,8,533.9968649775377,2026-09-27T04:36:57.666717+10:00
CCL-20260927,2026-09-27,2026-09-27T08:00:00+10:00,9,534.5384615290816,2026-09-27T04:36:57.666717+10:00
CCL-20260927,2026-09-27,2026-09-27T09:00:00+10:00,10,523.9357224317764,2026-09-27T04:36:57.666717+10:00
CCL-20260927,2026-09-27,2026-09-27T10:00:00+10:00,11,505.5239608792413,2026-09-27T04:36:57.666717+10:00
CCL-20260927,2026-09-27,2026-09-27T11:00:00+10:00,12,476.7211897050576,2026-09-27T04:36:57.666717+10:00
CCL-20260927,2026-09-27,2026-09-27T12:00:00+10:00,13,459.19083248840224,2026-09-27T04:36:57.666717+10:00
CCL-20260927,2026-09-27,2026-09-27T13:00:00+10:00,14,461.99109128973436,2026-09-27T04:36:57.666717+10:00
CCL-20260927,2026-09-27,2026-09-27T14:00:00+10:00,15,477.5369564102137,2026-09-27T04:36:57.666717+10:00
CCL-20260927,2026-09-27,2026-09-27T15:00:00+10:00,16,513.5160826678423,2026-09-27T04:36:57.666717+10:00
CCL-20260927,2026-09-27,2026-09-27T16:00:00+10:00,17,567.9734621769765,2026-09-27T04:36:57.666717+10:00
CCL-20260927,2026-09-27,2026-09-27T17:00:00+10:00,18,596.575228539959,2026-09-27T04:36:57.666717+10:00
CCL-20260927,2026-09-27,2026-09-27T18:00:00+10:00,19,585.0707924023616,2026-09-27T04:36:57.666717+10:00
CCL-20260927,2026-09-27,2026-09-27T19:00:00+10:00,20,596.5111104189947,2026-09-27T04:36:57.666717+10:00
CCL-20260927,2026-09-27,2026-09-27T20:00:00+10:00,21,614.651742079664,2026-09-27T04:36:57.666717+10:00
CCL-20260927,2026-09-27,2026-09-27T21:00:00+10:00,22,637.9993248474246,2026-09-27T04:36:57.666717+10:00
CCL-20260927,2026-09-27,2026-09-27T22:00:00+10:00,23,666.6918476668016,2026-09-27T04:36:57.666717+10:00
CCL-20260927,2026-09-27,2026-09-27T23:00:00+10:00,24,674.4410905233901,2026-09-27T04:36:57.666717+10:00
