forecast_id,target_date,local_time,forecast_step,intensity_hat,published_at_local
CCL-20260810,2026-08-10,2026-08-10T00:00:00+10:00,1,994.3127201259048,2026-08-10T07:46:56.913782+10:00
CCL-20260810,2026-08-10,2026-08-10T01:00:00+10:00,2,988.025069221794,2026-08-10T07:46:56.913782+10:00
CCL-20260810,2026-08-10,2026-08-10T02:00:00+10:00,3,982.7644949198749,2026-08-10T07:46:56.913782+10:00
CCL-20260810,2026-08-10,2026-08-10T03:00:00+10:00,4,973.5957104266597,2026-08-10T07:46:56.913782+10:00
CCL-20260810,2026-08-10,2026-08-10T04:00:00+10:00,5,960.5771246060425,2026-08-10T07:46:56.913782+10:00
CCL-20260810,2026-08-10,2026-08-10T05:00:00+10:00,6,932.9643696367348,2026-08-10T07:46:56.913782+10:00
CCL-20260810,2026-08-10,2026-08-10T06:00:00+10:00,7,871.2882428695599,2026-08-10T07:46:56.913782+10:00
CCL-20260810,2026-08-10,2026-08-10T07:00:00+10:00,8,771.3781724242829,2026-08-10T07:46:56.913782+10:00
CCL-20260810,2026-08-10,2026-08-10T08:00:00+10:00,9,743.9874588078159,2026-08-10T07:46:56.913782+10:00
CCL-20260810,2026-08-10,2026-08-10T09:00:00+10:00,10,737.4889175123238,2026-08-10T07:46:56.913782+10:00
CCL-20260810,2026-08-10,2026-08-10T10:00:00+10:00,11,712.6771975944766,2026-08-10T07:46:56.913782+10:00
CCL-20260810,2026-08-10,2026-08-10T11:00:00+10:00,12,690.3322799212564,2026-08-10T07:46:56.913782+10:00
CCL-20260810,2026-08-10,2026-08-10T12:00:00+10:00,13,672.0256456546003,2026-08-10T07:46:56.913782+10:00
CCL-20260810,2026-08-10,2026-08-10T13:00:00+10:00,14,681.8014538008141,2026-08-10T07:46:56.913782+10:00
CCL-20260810,2026-08-10,2026-08-10T14:00:00+10:00,15,719.0640318029582,2026-08-10T07:46:56.913782+10:00
CCL-20260810,2026-08-10,2026-08-10T15:00:00+10:00,16,752.1442924196667,2026-08-10T07:46:56.913782+10:00
CCL-20260810,2026-08-10,2026-08-10T16:00:00+10:00,17,769.4622968158428,2026-08-10T07:46:56.913782+10:00
CCL-20260810,2026-08-10,2026-08-10T17:00:00+10:00,18,729.844384916903,2026-08-10T07:46:56.913782+10:00
CCL-20260810,2026-08-10,2026-08-10T18:00:00+10:00,19,705.3671699129997,2026-08-10T07:46:56.913782+10:00
CCL-20260810,2026-08-10,2026-08-10T19:00:00+10:00,20,714.6760571066768,2026-08-10T07:46:56.913782+10:00
CCL-20260810,2026-08-10,2026-08-10T20:00:00+10:00,21,744.9276606568551,2026-08-10T07:46:56.913782+10:00
CCL-20260810,2026-08-10,2026-08-10T21:00:00+10:00,22,790.5030615825051,2026-08-10T07:46:56.913782+10:00
CCL-20260810,2026-08-10,2026-08-10T22:00:00+10:00,23,842.301386668047,2026-08-10T07:46:56.913782+10:00
CCL-20260810,2026-08-10,2026-08-10T23:00:00+10:00,24,864.2524103304728,2026-08-10T07:46:56.913782+10:00
